row_number,source,author,title,description,url,category,coverage
315,ABC News,MARC LEVY Associated Press,Struggle for Senate control goes down to the wire as spending shatters records,"Billions of dollars in ads are raining down on voters across the Rust Belt, Rocky Mountains and American southwest as the two major political parties struggle for control of the U.S. Senate",https://abcnews.go.com/US/wireStory/struggle-senate-control-wire-spending-shatters-records-115349545,Campaign Strategies and Public Engagement,Neutral
331,Al Jazeera English,Al Jazeera Staff,"US election: 11 days left – What polls say, what Harris and Trump are up to","Trump hits Arizona and Nevada, while Harris concentrates on Georgia, where she is joined by Bruce Springsteen.",https://www.aljazeera.com/news/2024/10/25/us-election-11-days-left-what-polls-say-what-harris-and-trump-are-up-to,Campaign Strategies and Public Engagement,Neutral
338,ABC News,"John Santucci, Sean Keane","Donald Trump's Gen Z son, Barron, is serving as his unofficial podcast adviser","Barron Trump might not be appearing on the campaign trail with his father Donald Trump, but the 18-year-old has an unofficial role: podcast adviser.",https://abcnews.go.com/Politics/donald-trumps-gen-son-barron-serving-unofficial-podcast/story?id=115067138,Campaign Strategies and Public Engagement,Neutral
352,ABC News,"Brittany Shepherd, Emily Chang",Trump to appear on Joe Rogan's podcast in play for young male voters,"""The Joe Rogan Experience"" boasts approximately 15.7 million Spotify followers.",https://abcnews.go.com/Politics/trump-joe-rogans-podcast-play-young-male-voters/story?id=115114295,Campaign Strategies and Public Engagement,Negative
354,Al Jazeera English,,Trump and Harris make final pitches ahead of knife-edge election,The 2024 US presidential election campaign went right through to the early hours of voting day.,https://www.aljazeera.com/program/newsfeed/2024/11/5/trump-and-harris-make-final-pitches-ahead-of-knife-edge-election,Campaign Strategies and Public Engagement,Neutral
355,Al Jazeera English,,The scramble for the White House,"With Harris and Trump neck and neck, they are throwing everything they can at voters.",https://www.aljazeera.com/program/the-listening-post/2024/10/26/the-scramble-for-the-white-house,Campaign Strategies and Public Engagement,Neutral
356,ABC News,Max Zahn,Will Elon Musk impact who wins Pennsylvania? Experts weigh in.,"Elon Musk, the world's wealthiest person, has campaigned in support of Trump.",https://abcnews.go.com/Politics/elon-musk-impact-wins-pennsylvania-experts-weigh/story?id=115363237,Campaign Strategies and Public Engagement,Negative
358,Time,"Eric Cortellessa / Lancaster, PA","Across Pennsylvania, Musk Deploys His Fame and Fortune For Trump","At a packed Pennslyvania town hall, Elon Musk mixed talk of Mars, with right-wing talking points and baseless conspiracy theories",https://time.com/7099161/elon-musk-donald-trump/,Campaign Strategies and Public Engagement,Negative
360,Business Insider,Dan DeFrancesco,Taylor Swift is flexing her economic muscles again with the return of her tour and a new book,Taylor Swift's upcoming self-published challenges business norm. But her tour's return raises concerns about mega-events' impact on economic recovery.,https://www.businessinsider.com/taylor-swift-self-publishing-eras-tour-book-disrupting-industry-again-2024-10,Campaign Strategies and Public Engagement,Neutral
363,Al Jazeera English,Al Jazeera Staff,"US election: 12 days left – Who is ahead, what Harris and Trump are up to","With less than two weeks until voting day, Trump and Harris sharpen their attacks and pitches in key swing states.",https://www.aljazeera.com/news/2024/10/24/us-election-12-days-left-who-is-ahead-what-harris-and-trump-are-up-to,Campaign Strategies and Public Engagement,Neutral
364,Business Insider,insider@insider.com (Geoff Weiss),Beyoncé is rallying with Kamala Harris in Houston. Will it make a difference?,"Celebrity endorsements probably don't make much of a difference, experts told BI, but in a historically tight race there could be caveats.",https://www.businessinsider.com/beyonce-kamala-harris-endorsement-will-it-make-difference-2024-10,Campaign Strategies and Public Engagement,Positive
381,Al Jazeera English,Al Jazeera,"Trump vows to oust special counsel, as he, Harris race through swing states","Trump will rally Thursday evening in Arizona and Nevada; Harris to appear with Obama, Springsteen in Georgia.",https://www.aljazeera.com/news/2024/10/24/trump-vows-to-oust-special-counsel-as-he-harris-race-through-swing-states,Campaign Strategies and Public Engagement,Neutral
383,Al Jazeera English,Al Jazeera,Harris and Beyonce rally on abortion rights in Texas,Harris tells huge crowd that American women now have fewer reproductive rights than their mothers and grandmothers.,https://www.aljazeera.com/news/2024/10/26/harris-and-beyonce-rally-on-abortion-rights-in-texas,Campaign Strategies and Public Engagement,Neutral
389,Al Jazeera English,Al Jazeera,Trump slams media in Pennsylvania as Harris stumps in Michigan,Republican presidential candidate also suggsted he should not have left the White House after 2020 election defeat.,https://www.aljazeera.com/news/2024/11/3/trump-slams-media-in-pennsylvia-as-harris-talks-to-black-church-in-michigan,Campaign Strategies and Public Engagement,Neutral
391,Al Jazeera English,Joseph Stepansky,‘Not who we are’: Harris seeks finish line push at crowded US capital rally,"Democrat gave her 'closing argument' speech at the Ellipse, where Donald Trump riled up supporters on January 6, 2021.",https://www.aljazeera.com/news/2024/10/30/not-who-we-are-harris-seeks-finish-line-push-at-crowded-us-capital-rally,Campaign Strategies and Public Engagement,Positive
398,Al Jazeera English,Al Jazeera,Harris and Trump hold last Friday night rallies in battleground Milwaukee,The events capped a day of crisscrossing the US heartland.,https://www.aljazeera.com/news/2024/11/2/harris-and-trump-hold-last-friday-night-rallies-in-battleground-milwaukee,Campaign Strategies and Public Engagement,Neutral
399,ABC News,Tal Axelrod,Democratic populists are key to congressional control and their party's future,"Democrats have struggled with working-class, populist voters, but this year, a slate of congressional races could help reverse the tide -- or intensify it.",https://abcnews.go.com/Politics/democratic-populists-key-congressional-control-partys-future/story?id=115043896,Campaign Strategies and Public Engagement,Neutral
400,CBC News,,"Kamala Harris expected to appear on SNL, say U.S. media reports","U.S. Vice-President Kamala Harris has made an unannounced trip to New York to appear on Saturday Night Live, briefly stepping away from the battleground states where she's been campaigning with just three days to go before the election.",https://www.cbc.ca/news/entertainment/kamala-harris-snl-saturday-night-live-1.7372219,Campaign Strategies and Public Engagement,Positive
401,Al Jazeera English,Al Jazeera,"Trump, Harris turn to podcasts, and maybe Joe Rogan, for US election boost",Trump expected to sit down with the world-renowned podcaster on Friday; a Harris interview is still unconfirmed.,https://www.aljazeera.com/news/2024/10/23/trump-harris-turn-to-podcasts-and-maybe-joe-rogan-for-us-election-boost,Campaign Strategies and Public Engagement,Neutral
419,Al Jazeera English,Al Jazeera,Obama rallies for Harris in swing state and questions Trump’s competence,"Once a vulnerability, Democrats have turned questions of age and competence into a line of attack against Donald Trump.",https://www.aljazeera.com/news/2024/10/19/obama-rallies-for-harris-in-swing-state-and-questions-trumps-competence,Campaign Strategies and Public Engagement,Positive
439,CBC News,,"Puerto Rican artists, politicians angered by insults hurled at island at Trump rally","Bad Bunny threw his support behind Vice-President Kamala Harris on Sunday shortly after a comedian at Donald Trump's Madison Square Garden rally made crude jokes about Latinos and called Puerto Rico a ""floating island of garbage,"" angering Hispanic members of…",https://www.cbc.ca/news/world/puerto-rico-trump-rally-1.7365325,Campaign Strategies and Public Engagement,Positive
440,Al Jazeera English,Al Jazeera Staff,Show us the money: How big money dominates the 2024 US election,"Each election cycle, billions of dollars flow into US political campaigns. But where does all this cash come from?",https://www.aljazeera.com/news/2024/10/31/show-us-the-money-how-big-money-dominates-the-2024-us-election,Campaign Strategies and Public Engagement,Neutral
453,Al Jazeera English,Dwayne Oxford,US election result: Where did Harris and her campaign go wrong?,"A late start, a failure to differentiate herself from Biden, and the loss of key voting groups made victory impossible.",https://www.aljazeera.com/news/2024/11/8/us-election-result-where-did-harris-and-her-campaign-go-wrong,Campaign Strategies and Public Engagement,Negative
457,MSNBC,Hussein Ibish,How Trump won the biggest Muslim-majority city in America,"Kamala Harris' humiliating loss in Dearborn, Michigan can only be blamed on the Biden administration and her own campaign's failures.",https://www.msnbc.com/opinion/msnbc-opinion/trump-harris-arab-muslim-voters-dearborn-michigan-rcna179385,Campaign Strategies and Public Engagement,Negative
459,CBC News,,Harris casts Trump as threat to democracy in final pitch to voters. Will they listen?,"In the final week before Americans vote, Kamala Harris is highlighting the threat she says Donald Trump poses to U.S. democracy. But some observers, including some Democrats, have questioned whether that should be the focus of the remainder of the presidentia…",https://www.cbc.ca/news/world/kamala-harris-closing-trump-1.7367797,Campaign Strategies and Public Engagement,Negative
464,CBC News,,"Harris rallies with Michelle Obama, Trump courts Arab vote in all-important Michigan","Kamala Harris returned to Michigan on Saturday for a rally with former first lady Michelle Obama, the latest in a series of her campaign's high-profile combinations intended to boost turnout among the Democratic Party faithful, as Republican rival Donald Trum…",https://www.cbc.ca/news/world/harris-trump-michigan-pennsylvania-1.7364854,Campaign Strategies and Public Engagement,Positive
468,Breitbart News,"David Ng, David Ng",Report: Kamala Harris Campaign Paid Oprah Winfrey $1 Million,Oprah Winfrey -- who is estimated to be a billionaire -- appeared alongside Kamala Harris in a televised townhall-style interview in September and later at a rally in Philadelphia the night before the election where the former talkshow queen fear-mongered tow…,https://www.breitbart.com/entertainment/2024/11/11/report-kamala-harris-campaign-paid-oprah-winfrey-1-million/,Campaign Strategies and Public Engagement,Negative
481,MSNBC,Hayes Brown,Kamala Harris' fundamentals are strong,"Kamala Harris can win the 2024 presidential election against Donald Trump if her advantages in fundraising, GOTV, and with swing voters hold until the election.",https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-election-predictions-polls-rcna177607,Campaign Strategies and Public Engagement,Positive
486,NBC News,NBC News,Full transcript: Vice President Kamala Harris interviewed by NBC News' Hallie Jackson,"Vice President Kamala Harris was interviewed Tuesday by NBC News' Hallie Jackson at the Naval Observatory in Washington, D.C.",https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330,Campaign Strategies and Public Engagement,Neutral
491,The American Conservative,Peter Van Buren,Why Harris Lost,“Fascism” gets you only so far. The post Why Harris Lost appeared first on The American Conservative.,https://www.theamericanconservative.com/why-harris-lost/,Campaign Strategies and Public Engagement,Negative
