row_number,source,author,title,description,url,category,coverage
327,Business Insider,bgriffiths@insider.com (Brent D. Griffiths),"Economic concerns are top of voters' minds, but Kamala Harris is choosing a different path for her closing argument","Kamala Harris is betting voters can hear two messages at once, but she is leaning hard into anti-Trump attacks in the final weeks before Election Day.",https://www.businessinsider.com/harris-closing-message-trump-john-kelly-fascist-2024-10,Election Dynamics,Neutral
328,Business Insider,"insider@insider.com (John L. Dorman,Brent D. Griffiths)","Trump wins Pennsylvania, the most important swing state in the 2024 election",Pennsylvania and its 19 electoral votes were widely considered to be the most likely tipping point in the race between Kamala Harris and Donald Trump.,https://www.businessinsider.com/pennsylvania-election-results-trump-harris-blue-wall-2024-11,Election Dynamics,Negative
337,Al Jazeera English,Al Jazeera Staff,"US election: 4 days left – What polls say, what Harris and Trump are up to","On Friday Trump heads to Michigan, while Harris will focus on Wisconsin.",https://www.aljazeera.com/news/2024/11/1/us-election-4-days-left-what-polls-say-what-harris-and-trump-are-up-to,Election Dynamics,Neutral
339,Al Jazeera English,Al Jazeera Staff,"US election: 10 days left – What polls say, what Harris and Trump are up to",Harris to campaign with Michelle Obama in Michigan while Trump will have stops in Michigan and Pennsylvania.,https://www.aljazeera.com/news/2024/10/26/us-election-10-days-left-what-polls-say-what-harris-and-trump-are-up,Election Dynamics,Neutral
345,ABC News,Emily Chang,Notable firsts that could make history on Election Day,The stage is set for a historic 2024 election in congressional as well as in the White House races.,https://abcnews.go.com/Politics/notable-firsts-make-history-election-day/story?id=115532002,Election Dynamics,Neutral
350,ABC News,Geoffrey Skelley,Republicans won the Senate,How big will the Republicans' U.S. Senate majority be?,https://abcnews.go.com/538/republicans-won-senate/story?id=115556734,Election Dynamics,Negative
357,Time,Robert B. Mitchell / Made by History,The Long History of the ‘October Surprise’,Last minute disclosures or revelations can play an outsized role in the last weeks before an election.,https://time.com/7095847/october-surprise-history/,Election Dynamics,Neutral
365,Al Jazeera English,Al Jazeera,"Trump leading Harris among Arab Americans, poll suggests",The poll is the latest warning sign to Democrats that the war in Gaza is costing support among a key voting bloc.,https://www.aljazeera.com/news/2024/10/22/trump-leading-harris-among-arab-americans-poll-suggests,Election Dynamics,Negative
369,Al Jazeera English,Al Jazeera Staff,"US election: 6 days left – What polls say, what Harris and Trump are up to","With just six days remaining before the election, both candidates are rallying support in key swing states.",https://www.aljazeera.com/news/2024/10/30/us-election-6-days-left-what-polls-say-what-harris-and-trump-are-up,Election Dynamics,Neutral
370,Al Jazeera English,Inside Story,"What’s the focus for Harris, Trump in the last few days of the US campaign?",Opinion polls suggest the US presidential election is tight.,https://www.aljazeera.com/program/inside-story/2024/10/28/whats-the-focus-for-harris-trump-in-the-last-few-days-of-the-us-campaign,Election Dynamics,Neutral
372,Al Jazeera English,Al Jazeera,Donald Trump claims US election victory after winning key swing states,"The Republican candidate is on the cusp of winning 270 Electoral College votes, per the Associated Press.",https://www.aljazeera.com/news/2024/11/6/donald-trump-claims-win-kamala-harris,Election Dynamics,Negative
386,Al Jazeera English,Gabriela Barzallo,US election campaigns shift strategies as Latino voter allegiances change,"Latinos have long been considered Democratic supporters, but the demographic has been shifting to the right.",https://www.aljazeera.com/news/2024/11/3/us-election-campaigns-shift-strategies-as-latino-voter-allegiances-change,Election Dynamics,Negative
390,NBC News,Ben Kamisar and Alex Seitz-Wald and Natasha Korecki and Bridget Bowman,Democrats won 4 big Senate races in states Harris lost. Their ads looked very different.,"Vice President Kamala Harris couldn’t win Wisconsin, Michigan, Nevada or Arizona. But her party still did: Democratic Senate candidates in each of those battlegrounds emerged victorious, even as voters rejected Harris.",https://www.nbcnews.com/politics/2024-election/democrats-won-4-big-senate-races-states-harris-lost-ads-looked-differe-rcna179668,Election Dynamics,Negative
392,Al Jazeera English,Al Jazeera Staff,"US election: 3 days left – What polls say, what Harris and Trump are up to","Harris and Trump are locked in a dead heat, battling for control of Midwestern swing states.",https://www.aljazeera.com/news/2024/11/2/us-election-3-days-left-what-polls-say-what-harris-and-trump-are-up-to,Election Dynamics,Neutral
395,CBC News,,Donald Trump to become U.S. president again,Republican Donald Trump will become the 47th president of the United States after beating Democratic candidate Kamala Harris in the election to complete a stunning political comeback.,https://www.cbc.ca/news/world/us-presidency-trump-wins-1.7375086,Election Dynamics,Negative
396,Al Jazeera English,Al Jazeera Staff,"US election: The day after – What results say; what Harris, Trump are up to","It's too close to call, but Trump's wins in Georgia and North Carolina give him more pathways to success than Harris.",https://www.aljazeera.com/news/2024/11/6/us-election-the-day-after-what-results-say-what-harris-trump-are-up-to,Election Dynamics,Negative
402,Al Jazeera English,Al Jazeera,"US election: It’s voting day – What polls say; what Harris, Trump are up to",Harris and Trump spent the eve of Election Day campaigning across swing states in a final push for votes.,https://www.aljazeera.com/news/2024/11/5/us-election-zero-days-left-what-polls-say-what-harris-and-trump-are-up-to,Election Dynamics,Neutral
403,Al Jazeera English,Mohammed Haddad,Route to 270: How Trump or Harris would win the US election,"As the US election approaches, we explore the Electoral College routes for Trump and Harris to secure the presidency.",https://www.aljazeera.com/news/2024/10/31/route-to-270-how-trump-or-harris-would-win-the-us-election,Election Dynamics,Neutral
407,ABC News,Tal Axelrod,"In key New York suburb, House candidates are racing to the center: ANALYSIS","In New York's 17th Congressional District, the candidates here aren't like the Republicans or Democrats voters have heard about in Washington. Just trust them.",https://abcnews.go.com/Politics/race-center-ny-suburbs-showcasing-candidates-moderate/story?id=115224285,Election Dynamics,Neutral
409,ABC News,Tal Axelrod,5 races to watch that will decide control of the Senate,Senate Democrats head into Tuesday's elections defending a 51-49 majority; Republicans call it their best opportunity in a decade to gain ground.,https://abcnews.go.com/Politics/5-races-watch-decide-control-senate/story?id=115359937,Election Dynamics,Neutral
410,Al Jazeera English,Al Jazeera,"Early voting in full swing in US election, Harris and Trump tied in polls",As the US election enters final two weeks the candidates are focusing on swing states hoping to pick up undecided voters,https://www.aljazeera.com/news/2024/10/21/early-voting-in-full-swing-in-us-election-harris-and-trump-tied-in-polls,Election Dynamics,Neutral
411,ABC News,David Brennan,"Biden's final months may offer conflict opportunities, even as Trump's return looms","President Joe Biden will see out his term knowing that President-elect Donald Trump -- a man he called a ""genuine danger to American security"" -- will succeed him.",https://abcnews.go.com/International/trumps-imminent-return-scuttle-bidens-plays-foreign-wars/story?id=115600631,Election Dynamics,Neutral
412,Business Insider,Bryan Metzger,The vulnerable GOP congressman convinced that economic interest voters will save him from the Trump and abortion backlash,"In Scottsdale, Rep. David Schweikert hopes an old-school GOP approach can help him hold onto a House district that's increasingly turning blue.",https://www.businessinsider.com/david-schweikert-profile-trump-realignment-arizona-economic-interests-abortion-2024-10,Election Dynamics,Neutral
413,Business Insider,atecotzky@businessinsider.com (Alice Tecotzky),Mark Cuban congratulates Trump — and Elon Musk — on winning the White House before the race is called,Mark Cuban congratulated Trump before he'd officially won the White House — but as a Harris victory was looked like an ever distant possibility.,https://www.businessinsider.com/mark-cuban-trump-elon-musk-kamala-harris-election-2024-11,Election Dynamics,Negative
414,Al Jazeera English,Al Jazeera,"US election: 2 days left – What polls say, what Harris and Trump are up to",Harris and Trump are locked in a dead heat in several swing states as one survey shows the Democrat leading in Iowa.,https://www.aljazeera.com/news/2024/11/3/us-election-2-days-left-what-polls-say-what-harris-and-trump-are-up-to,Election Dynamics,Neutral
420,Al Jazeera English,Al Jazeera,"Trump, Harris head west in election race for Latino votes in swing states","Both candidates hold events in the swing states of Arizona and Nevada, where Latino turnout could be key.",https://www.aljazeera.com/news/2024/10/31/trump-harris-head-west-in-election-race-for-latino-votes,Election Dynamics,Neutral
425,ABC News,Olivia Rubin,Pennsylvania election officials 'bracing' for onslaught of litigation,"In the battleground state of Pennsylvania, election officials are preparing for an onslaught of litigation that could flood the courts on Election Day and beyond.",https://abcnews.go.com/US/battleground-pennsylvania-election-officials-bracing-onslaught-litigation/story?id=115111489,Election Dynamics,Neutral
426,ABC News,Max Zahn,"Why inflation helped tip the election toward Trump, according to experts","Inflation has helped fuel a global backlash toward incumbents, experts say.",https://abcnews.go.com/Business/inflation-helped-tip-election-trump-experts/story?id=115601699,Election Dynamics,Negative
427,Al Jazeera English,Dorian Geiger,Excited and unnerved: New Yorkers flood the polls on US Election Day,"New York City may be a left-wing stronghold, but the diversity of its five boroughs paint a picture of a divided US.",https://www.aljazeera.com/news/2024/11/6/excited-and-unnerved-new-yorkers-flood-the-polls-on-us-election-day,Election Dynamics,Neutral
429,ABC News,"Peter Charalambous, Dara Elasfar",Election fact check: Minor voting glitches do not indicate widespread fraud,"When Americans vote Tuesday, some may encounter small issues like equipment malfunctions -- but experts stress that minor glitches don't indicate widespread voter fraud.",https://abcnews.go.com/US/election-fact-check-minor-glitches-isolated-polling-places/story?id=115392114,Election Dynamics,Neutral
430,ABC News,Sarah Beth Hensley,How to watch ABC News live coverage of 2024 election results,"Tune into ABC's live coverage and analysis of the 2024 election results throughout Election Day. Stream on all platforms on Tuesday, Nov. 5, starting at TK TIME.",https://abcnews.go.com/Politics/watch-abc-news-live-coverage-2024-election-results/story?id=115243138,Election Dynamics,Neutral
433,NBC News,NBC News,OVER 10 MILLION HAVE ALREADY VOTED!,"OVER 10 MILLION HAVE ALREADY VOTED! (Main headline, 1st story, link) Related stories:MAGA CLAIMS DOMINION FLIPPING",https://www.nbcnews.com/politics/2024-elections/early-vote,Election Dynamics,Neutral
434,Al Jazeera English,Al Jazeera Staff,US election polls: Trump vs Harris – who’s leading the race?,"With just days to go until Election Day, Harris and Trump are locked in a tight race.",https://www.aljazeera.com/news/2024/10/30/us-election-polls-trump-vs-harris-whos-leading-the-race,Election Dynamics,Neutral
435,Al Jazeera English,Al Jazeera,Trump and Harris hold final campaign rallies on eve of US election,"In final day of campaigning, Trump and Harris remain neck and neck, scrambling to win votes in crucial swing states.",https://www.aljazeera.com/news/2024/11/4/trump-and-harris-hold-final-campaign-rallies-on-eve-of-us-election,Election Dynamics,Neutral
438,Al Jazeera English,Sarah Shamim,US election 2024: Could Jill Stein determine whether Trump or Harris wins?,The Democrats and Trump alike think Stein could eat into the Harris vote. But what do the polls and history say?,https://www.aljazeera.com/news/2024/11/5/us-election-2024-could-jill-stein-determine-whether-trump-or-harris-wins,Election Dynamics,Neutral
441,Al Jazeera English,Al Jazeera,Trump visits McDonald’s as Harris speaks to churchgoers in swing state push,US presidential candidates zero in on battleground states of Pennsylvania and Georgia as Election Day nears.,https://www.aljazeera.com/news/2024/10/20/trump-visits-mcdonalds-as-harris-speaks-to-churchgoers-in-swing-state-push,Election Dynamics,Neutral
442,Al Jazeera English,Shola Lawal,US election: Did Trump gain Latino vote despite ‘floating garbage’ jibe?,"Long held up as a Democrat base, the Latino vote reflects a truer picture of a community that refuses political labels.",https://www.aljazeera.com/news/2024/11/6/us-election-did-trump-gain-latino-vote-despite-floating-garbage-jibe,Election Dynamics,Neutral
445,Time,Solcyré Burga,How the Electoral College Actually Works,A group of 538 electors are the only people who actually cast their ballot for President due to the Electoral College.,https://time.com/7096801/electoral-college-how-it-actually-works/,Election Dynamics,Neutral
447,Time,Alana Semuels,How the Economy is Doing in the Swing States,Some of the places faring especially well—and especially poorly—include the swing states expected to determine the election,https://time.com/7096021/economy-swing-states/,Election Dynamics,Neutral
448,Al Jazeera English,Al Jazeera Staff,A simple guide to the US election 2024,"From the primaries to the Electoral College, here's how to make sense of the 2024 US election.",https://www.aljazeera.com/features/2024/10/30/a-simple-guide-to-the-us-election-2024,Election Dynamics,Neutral
449,Al Jazeera English,Al Jazeera Staff,Trump vs Harris: Who’s leading in the US election polls as the vote looms?,We track the latest polls with less than two weeks to go before US voters choose a new president on November 5.,https://www.aljazeera.com/news/2024/10/23/trump-vs-harris-whos-leading-in-the-us-election-polls-as-the-vote-looms,Election Dynamics,Neutral
450,Al Jazeera English,Al Jazeera,"US election: 1 day left – What polls say, what Harris and Trump are up to","One day before Election Day, Trump and Harris focus on swing states as they aim to sway undecided voters.",https://www.aljazeera.com/news/2024/11/4/us-election-1-day-left-what-polls-say-what-harris-and-trump-are-up-to,Election Dynamics,Neutral
452,Al Jazeera English,Tyler Hicks,‘On the razor’s edge’: How North Carolina could decide the US presidency,Shifting demographics and a growing number of ‘unaffiliated’ voters have transformed North Carolina into a swing state.,https://www.aljazeera.com/news/longform/2024/10/31/on-the-razors-edge-how-north-carolina-could-decide-the-us-presidency,Election Dynamics,Neutral
454,CBC News,,Joe Biden to make 1st address after devastating election results for Democrats,"U.S. President Joe Biden is set to deliver an address Thursday about the election results, his first comments since Donald Trump defeated Vice-President Kamala Harris in the election and the Republicans retook control of the Senate, coming into effect in Janu…",https://www.cbc.ca/news/world/us-biden-election-remarks-1.7376446,Election Dynamics,Neutral
456,Al Jazeera English,Al Jazeera,"Harris, Trump hit North Carolina in final weekend push before US election","The fate of the election is expected to be determined by the seven battleground states, which are being heavily courted.",https://www.aljazeera.com/news/2024/11/2/harris-trump-hit-north-carolina-in-final-weekend-push-before-us-election,Election Dynamics,Neutral
461,Al Jazeera English,Al Jazeera,"Biden pledges ‘peaceful transition’, dodges ironies in US election defeat","Joe Biden offered Donald Trump congratulations on his election victory, and also tried to console Democrats.",https://www.aljazeera.com/news/2024/11/7/biden-pledges-peaceful-transition-dodges-ironies-in-election-defeat,Election Dynamics,Neutral
465,Al Jazeera English,Ali Harb,"US election 2024: Arab Americans united in grief, divided on strategy","Reeling from trauma of war on Gaza, Lebanon, community members say they face 'impossible choices' in upcoming election.",https://www.aljazeera.com/news/2024/11/4/us-election-arab-americans-united-in-grief-divided-on-strategy,Election Dynamics,Negative
466,ABC News,G. Elliott Morris,2024 polls were accurate but still underestimated Trump,A modest error in his favor was enough to sweep the swing states.,https://abcnews.go.com/538/2024-polls-accurate-underestimated-trump/story?id=115652118,Election Dynamics,Neutral
469,Al Jazeera English,Ali Harb,Trump or Harris? Gaza war drives many Arab and Muslim voters to Jill Stein,Support for Green Party candidate grows as some voters stress the need to break away from Democrats and Republicans.,https://www.aljazeera.com/news/2024/11/4/trump-or-harris-gaza-war-drives-many-arab-and-muslim-voters-to-jill-stein,Election Dynamics,Negative
474,Al Jazeera English,Al Jazeera Staff,US election results: Key takeaways as Trump wins,"Trump makes inroads with Black voters; projected to win swing states North Carolina, Georgia, Pennsylvania and Wisconsin",https://www.aljazeera.com/news/2024/11/6/us-election-results-key-takeaways-as-trump-wins,Election Dynamics,Negative
482,ABC News,"Devin Dwyer, Sarah Herndon, Patty See",Poll watchers: Republicans tout 'deterrence' as election officials fear vigilantism,Distrust in the American election system among Republican voters has inspired a wave of poll watchers purporting to protect against fraud in battleground states.,https://abcnews.go.com/Politics/poll-watchers-republicans-tout-deterrence-election-officials-fear/story?id=115237914,Election Dynamics,Neutral
483,ABC News,"Oren Oppenheim, Julian Kim, Geoffrey Skelley",Here's how presidential election recounts work in key swing states,Here’s what to know about the rules that govern if and how presidential race recounts are conducted in each of the seven swing states.,https://abcnews.go.com/Politics/presidential-election-recounts-work-battleground-states/story?id=114992480,Election Dynamics,Neutral
489,Al Jazeera English,Al Jazeera,Investors on the watch for who will be next US president,Caution prevailed on Monday as the winner of the tightly contested presidential election may be unknown for days.,https://www.aljazeera.com/economy/2024/11/4/investors-on-the-watch-for-who-will-be-next-us-president,Election Dynamics,Neutral
490,Al Jazeera English,Al Jazeera,US agencies allege Russia link to video falsely claiming Georgia vote fraud,Russia has previously dismissed allegations it is attempting to interfere in US presidential election.,https://www.aljazeera.com/news/2024/11/1/us-agencies-allege-russia-link-to-video-falsely-claiming-georgia-vote-fraud,Election Dynamics,Neutral
492,Al Jazeera English,Sarah Shamim,US election: Who do world leaders prefer for president – Harris or Trump?,"From Putin to Xi Jinping, European and NATO leaders to India's Modi, who would world leaders prefer in the White House?",https://www.aljazeera.com/news/2024/11/1/us-election-who-do-world-leaders-prefer-for-president-harris-or-trump,Election Dynamics,Neutral
493,CBC News,,"U.S. citizens in Canada should vote electronically if they can, Democrat group warns","An arm of the Democratic party is warning U.S. citizens planning to vote from Canada of the impact a possible postal strike, and to vote electronically or send their ballot by courier.",https://www.cbc.ca/news/world/us-citizens-ballots-from-canada-1.7370222,Election Dynamics,Neutral
494,Al Jazeera English,Al Jazeera Staff,US election 2024 results: How Black voters shifted towards Trump,"Trump almost doubles support among Black voters compared with 2020, exit polls say. How and where? We break it down.",https://www.aljazeera.com/news/2024/11/6/us-election-2024-results-how-black-voters-shifted-towards-trump,Election Dynamics,Negative
496,Al Jazeera English,Al Jazeera,"Democrat Gallego wins Arizona, Republicans hold 53-47 US Senate majority","The last pending Senate race of the 2024 election has been called, meaning Republicans will hold a three-seat majority.",https://www.aljazeera.com/news/2024/11/12/democrat-gallego-wins-arizona-senate-race-defining-republican-majority,Election Dynamics,Negative
